book_name,book_author,book_release_date,book_number_of_pages
Girlfriend in a Coma,Douglas Coupland,3/1/1999,288
Corelli's Mandolin,Louis de Bernières,8/29/1995,437
Kiffe Kiffe Tomorrow,Faïza Guène/Sarah    Adams,7/3/2006,179
Our Kind of People: Inside America's Black Upper Class,Lawrence Otis Graham,12/22/1999,406
The Senator and the Socialite: The True Story of America's First Black Dynasty,Lawrence Otis Graham,6/27/2006,480
Temptations,Otis Williams/Patricia Romanowski,6/25/2002,304
The Thorn Birds,Colleen McCullough,9/6/2005,673
Caesar (Masters of Rome  #5),Colleen McCullough,1/28/2003,928
Caesar's Women (Masters of Rome  #4),Colleen McCullough,2/1/1997,943
On  Off (Carmine Delmonico  #1),Colleen McCullough,5/23/2006,372
Three Complete Novels: Tim/An Indecent Obsession/The Ladies of Missalonghi,Colleen McCullough,2/14/1999,768
Morgan's Run,Colleen McCullough,1/1/2002,848
The October Horse: A Novel of Caesar and Cleopatra (Masters of Rome  #6),Colleen McCullough,10/28/2003,1110
The First Man in Rome (Masters of Rome  #1),Colleen McCullough,9/28/1990,896
The Grass Crown (Masters of Rome  #2),Colleen McCullough,7/1/1992,1104
Tim,Colleen McCullough,11/1/1990,288
O'Brien's the Things They Carried,Jill Colella/CliffsNotes,12/14/2000,128
The Five People You Meet in Heaven,Mitch Albom,9/23/2003,196
The Curious Incident of the Dog in the Night-Time,Mark Haddon,4/15/2004,272
The Curious Incident of the Dog In the Night-time,Mark Haddon,4/1/2004,268
The Curious Incident of the Dog in the Night-time,Mark Haddon,3/28/2006,240
Northern Lights,Tim O'Brien,9/1/1999,372
If I Die in a Combat Zone  Box Me Up and Ship Me Home,Tim O'Brien,9/1/1999,225
Going After Cacciato,Tim O'Brien,9/1/1999,351
In the Lake of the Woods,Tim O'Brien,9/1/2006,303
The Nuclear Age,Tim O'Brien,12/1/1996,320
The Rescue,Nicholas Sparks,4/1/2005,352
A Bend in the Road,Nicholas Sparks,4/1/2005,341
True Believer (Jeremy Marsh & Lexie Darnell  #1),Nicholas Sparks,4/11/2006,465
Three Weeks With My Brother,Nicholas Sparks/Micah Sparks,1/3/2006,368
The Wedding (The Notebook  #2),Nicholas Sparks,8/1/2005,276
El Guardián,Nicholas Sparks/Ramón González Férriz,4/1/2005,444
Nights in Rodanthe,Nicholas Sparks,8/1/2004,212
Message in a Bottle,Nicholas Sparks,2/1/1999,370
A Walk to Remember,Nicholas Sparks,9/1/2004,240
Icy Sparks,Gwyn Hyman Rubio,3/8/2001,320
Message in a Bottle,Nicholas Sparks,12/1/1999,342
Sugarplums and Scandal  (Love at Stake #2.5; Bed-and-Breakfast Mysteries #22.5),Lori Avocato/Dana Cameron/Mary Dahiem/Suzanne Macpherson/Cait London/Kerrelyn Sparks/Mary Daheim,10/31/2006,327
Special Topics in Calamity Physics,Marisha Pessl,8/3/2006,514
The Dictionary of Corporate Bullshit: An A to Z Lexicon of Empty  Enraging  and Just Plain Stupid Office Talk,Lois Beckwith,2/14/2006,192
On Truth,Harry G. Frankfurt/Baruch Spinoza,10/31/2006,112
Twelve Sharp (Stephanie Plum  #12),Janet Evanovich,6/20/2006,310
Sharp Edges,Jayne Ann Krentz,7/27/2004,368
Mrs. Sharp's Traditions: Reviving Victorian Family Celebrations of Comfort & Joy,Sarah Ban Breathnach,12/31/2001,256
The Sly Spy (Olivia Sharp  Agent for Secrets #3),Marjorie Weinman Sharmat/Mitchell Sharmat/Denise Brunkus,6/14/2005,74
The Green Toenails Gang (Olivia Sharp  Agent for Secrets #4),Marjorie Weinman Sharmat/Mitchell Sharmat/Denise Brunkus,7/12/2005,72
The Pizza Monster (Olivia Sharp  Agent for Secrets #1),Marjorie Weinman Sharmat/Mitchell Sharmat/Denise Brunkus,5/10/2005,80
The Spy Who Barked (Adam Sharp #1),George E. Stanley,4/9/2002,48
Kare First Love  Vol. 9 (Kare First Love  #9),Kaho Miyasaka,9/12/2006,208
The World's First Love: Mary  Mother of God,Fulton J. Sheen,9/1/1996,276
Kare First Love  Vol. 10 (Kare First Love  #10),Kaho Miyasaka,12/12/2006,208
The Tutor's First Love,George MacDonald/Michael R. Phillips,7/1/2000,238
First Love,Ivan Turgenev/Constance Garnett,9/1/2004,124
Love @ First Site,Jane Moore,5/9/2006,368
First Love  Second Chance,Amanda Clark,2/22/1995,304
The Modern Prince: Charles J. Haughey and the Quest for Power,Justin   O'Brien,4/28/2003,212
The Modern Prince and Other Writings,Antonio Gramsci,10/1/1959,192
Emily of New Moon (Emily  #1),L.M. Montgomery,4/1/1983,339
The Selected Journals Of L.M. Montgomery  Vol. 5: 1935-1942,L.M. Montgomery/Mary Henley Rubio/Elizabeth Hillman Waterston,11/4/2004,410
Against the Odds: Tales of Achievement,L.M. Montgomery/Rea Wilmshurst,11/1/1994,246
Anne of Avonlea,L.M. Montgomery/Susan O'Malley,12/1/1998,8
A Tangled Web,L.M. Montgomery,8/1/1989,288
The Complete Anne of Green Gables Boxed Set (Anne of Green Gables  #1-8),L.M. Montgomery,10/6/1998,2088
Pat of Silver Bush (Pat  #1),L.M. Montgomery,6/1/1988,288
Sherlock Holmes: The Complete Novels and Stories  Volume I,Arthur Conan Doyle,8/26/1986,1059
The New Annotated Sherlock Holmes: The Complete Short Stories,Arthur Conan Doyle/Leslie S. Klinger,11/30/2004,1878
The New Annotated Sherlock Holmes: The Novels,Arthur Conan Doyle/Leslie S. Klinger,11/7/2005,907
The Science of Sherlock Holmes: From Baskerville Hall to the Valley of Fear  the Real Forensics Behind the Great Detective's Greatest Cases,E.J. Wagner,3/1/2006,244
Sherlock Holmes: A Baker Street Dozen,Arthur Conan Doyle/John Gielgud/Ralph Richardson/Orson Welles,4/20/2006,6
Sherlock Holmes: The Unauthorized Biography,Nick Rennison,10/11/2006,304
Murder by Moonlight & Other Mysteries (New Adventures of Sherlock Holmes 19-24),NOT A BOOK,10/3/2006,0
The Mysteries of Sherlock Holmes,Arthur Conan Doyle/Paul Bachem,10/15/1996,218
The Complete Adventures and Memoirs of Sherlock Holmes,Arthur Conan Doyle,7/1/2001,334
The Unfortunate Tobacconist & Other Mysteries (Sherlock Holmes 1-6),NOT A BOOK,10/1/2003,0
Personal Finance For Dummies,Eric Tyson,10/1/2006,458
Personal Finance for Dummies,Eric Tyson/Rich Tennant,8/1/2003,454
Catching Alice,Clare Naylor,10/31/2000,328
The Dream Giver,Bruce H. Wilkinson/David Kopp/Heather Harpham Kopp,9/3/2003,157
The Giver (The Giver  #1),Lois Lowry,1/24/2006,208
The Wish Giver: Three Tales of Coven Tree,Bill Brittain/Andrew Glass,4/2/2019,192
Indian Givers: How the Indians of the Americas Transformed the World,Jack Weatherford,11/29/1989,288
The Last Life,Claire Messud,9/28/2000,400
The Hunters,Claire Messud,5/18/2003,200
When the World Was Steady,Claire Messud,9/1/1995,270
The Sea,John Banville,8/15/2006,195
The Sea,John Banville,12/7/2005,195
The Book of Evidence (The Freddie Montgomery Trilogy #1),John Banville,6/12/2001,220
Athena (The Freddie Montgomery Trilogy #3),John Banville,5/28/1996,240
Doctor Copernicus  (The Revolutions Trilogy #1),John Banville,10/12/1993,242
Shroud (The Cleave Trilogy #2),John Banville,6/8/2004,257
Ghosts,John Banville,12/17/1998,244
On Beauty,Zadie Smith,8/29/2006,445
A Great and Terrible Beauty (Gemma Doyle #1),Libba Bray,12/9/2003,403
The Black Book of Hollywood Beauty Secrets,Kym Douglas/Cindy Pearlman,12/1/2006,224
Black Beauty,Anna Sewell,3/1/2003,245
Truth and Beauty,Ann Patchett,4/5/2005,257
The Life of Graham Greene  Vol. 1: 1904-1939,Norman Sherry,9/7/2004,816
Complete Short Stories,Graham Greene/Pico Iyer,2/1/2005,594
The Power and the Glory,Graham Greene/John Updike,2/25/2003,222
The Heart of the Matter,Graham Greene,10/7/2004,272
Orient Express,Graham Greene/Christopher Hitchens,8/31/2004,197
Journey Without Maps,Graham Greene/Paul Theroux,6/27/2006,272
The Quiet American,Graham Greene/Robert  Stone,8/31/2004,180
Collected Short Stories,Graham Greene,4/1/1993,368
The Third Man & The Fallen Idol,Graham Greene,7/1/1992,157
The Tenth Man,Graham Greene,2/1/1998,160
The Autograph Man,Zadie Smith,6/17/2003,347
White Teeth,Zadie Smith,6/12/2001,448
Stranger than Fiction,Chuck Palahniuk,5/10/2005,233
Great Short Works of Herman Melville,Herman Melville/Warner Berthoff,3/2/2004,512
Selected Poems of Herman Melville,Herman Melville/Robert Penn Warren,9/10/2004,512
Redburn / White-Jacket / Moby-Dick,Herman Melville/G. Thomas Tanselle,4/15/1983,1436
Pierre / Israel Potter / The Piazza Tales / The Confidence-Man / Uncollected Prose / Billy Budd,Herman Melville/Harrison Hayford,4/1/1985,1478
Redburn,Herman Melville/Harold Beaver,8/26/1976,448
Typee / Omoo / Mardi,Herman Melville/G. Thomas Tanselle,5/6/1982,1333
Harriet Spies Again (Harriet the Spy Adventures  #1),Helen Ericson,8/26/2003,256
Harriet the Spy  Double Agent (Harriet the Spy Adventures),Maya Gold,9/13/2005,160
Moonraker (James Bond  #3),Ian Fleming,12/31/2002,247
Moonraker's Bride,Madeleine Brent,6/12/1978,319
Dr No / Moonraker / Thunderball / From Russia with Love / On Her Majesty's Secret Service / Goldfinger,Ian Fleming,1/1/1984,862
Casino Royale (James Bond  #1),Ian Fleming,8/27/2002,181
Goldfinger (James Bond  #7),Ian Fleming,8/27/2002,264
On Her Majesty's Secret Service (James Bond  #11),Ian Fleming,9/2/2003,326
Octopussy & the Living Daylights (James Bond  #14),Ian Fleming,4/6/2004,120
Book of Sketches,Jack Kerouac/George Condo,4/4/2006,432
The Dharma Bums,Jack Kerouac,8/3/2000,204
Book of Haikus,Jack Kerouac,3/2/2004,200
The Subterraneans,Jack Kerouac,9/6/2007,192
Ballet Shoes,Noel Streatfeild,12/23/2004,184
Theater Shoes (Shoes  #4),Noel Streatfeild/Diane Goode,11/15/1994,272
Movie Shoes (Shoes  #6),Noel Streatfeild,5/1/1984,239
Party Shoes (Shoes  #5),Noel Streatfeild,9/1/2002,243
Thursday's Child (Margaret Thursday  #1),Noel Streatfeild,12/1/1985,256
Miss Happiness and Miss Flower,Rumer Godden/Gary Blythe,9/1/2006,104
The River,Rumer Godden,4/16/2004,128
The Dolls' House,Rumer Godden/Christian Birmingham,11/3/2006,153
China Court: The Hours of a Country House,Rumer Godden,12/31/1993,358
Rumer Godden,Anne Chisholm,6/11/1999,335
The Corrections,Jonathan Franzen,9/2/2002,653
Creative Correction: Extraordinary Ideas For Everyday Discipline,Lisa Whelchel/Stormie Omartian,3/31/2010,367
Original Sin (Adam Dalgliesh #9),P.D. James,12/2/2005,511
Original Sin: Illuminating the Riddle,Henri Blocher,10/2/2000,158
An Original Sin,Nina Bangs,7/1/1999,394
Aliens: Original Sin,Michael Jan Friedman,10/26/2005,256
Death in Holy Orders (Adam Dalgliesh  #11),P.D. James/Christa Seibicke,3/26/2002,429
The Lighthouse (Adam Dalgliesh #13),P.D. James,10/10/2006,383
Unnatural Causes (Adam Dalgliesh #3),P.D. James,5/20/2002,218
Death of an Expert Witness (Adam Dalgliesh #6),P.D. James,5/20/2002,306
A Mind To Murder (Adam Dalgliesh  #2),P.D. James,5/20/2002,225
A Taste for Death (Adam Dalgliesh  #7),P.D. James,11/8/2005,459
Time To Be In Earnest: A Fragment Of Autobiography,P.D. James,2/27/2001,306
Cover Her Face (Adam Dalgliesh #1),P.D. James,5/8/2001,250
The Black Tower (Adam Dalgliesh #5),P.D. James,10/2/2001,352
Innocent Blood,P.D. James,8/2/2001,400
Don Quixote,Miguel de Cervantes Saavedra/Edith Grossman/Harold Bloom,4/26/2005,940
Don Quixote,Miguel de Cervantes Saavedra/John Rutherford/Roberto González Echevarría,2/25/2003,1023
Don Quixote,Miguel de Cervantes Saavedra/Walter Starkie,6/3/2003,544
Don Quixote,Miguel de Cervantes Saavedra/Tobias Smollett/Carlos Fuentes,4/10/2001,1168
Lectures on Don Quixote,Vladimir Nabokov/Fredson Bowers/Guy Davenport/Miguel de Cervantes Saavedra/Samuel Putnam,4/18/1984,240
Cliffs Notes on Cervantes' Don Quixote,Marianne Sturman,7/8/1964,96
Desert Heat (Joanna Brady  #1),J.A. Jance,9/1/2004,256
Kentucky Heat,Fern Michaels,9/1/2002,383
Heat Wave: A Social Autopsy of Disaster in Chicago,Eric Klinenberg,7/15/2003,320
Texas Heat (Texas  #2),Fern Michaels,11/27/2001,496
Primal Heat (Includes: Breeds  #8.5; Devlin Dynasty  #1; Moon Lust  #1),Lora Leigh/Sherri L. King/Lorie O'Clare/Jaci Burton,5/15/2004,196
Heat and Dust,Ruth Prawer Jhabvala,4/16/1999,190
Holy Cow: An Indian Adventure,Sarah Macdonald,4/13/2004,304
Holy Cows and Hog Heaven: The Food Buyer's Guide to Farm Friendly Food,Joel Salatin/Michael Pollan,2/19/2005,134
The History of Love,Nicole Krauss,5/17/2006,255
A Brief History of Time,Stephen Hawking,9/1/1998,212
A Short History of Nearly Everything,Bill Bryson,11/1/2005,624
The Politically Incorrect Guide to American History,Thomas E. Woods Jr.,11/1/2004,270
A History of the World in 6 Glasses,Tom Standage,5/16/2006,336
A History of God: The 4 000-Year Quest of Judaism  Christianity  and Islam,Karen Armstrong,3/2/2004,460
The Sun Also Rises,Ernest Hemingway/William Hurt,10/17/2006,8
The Bon Appetit Cookbook,Barbara Fairchild,8/15/2006,816
The Barefoot Contessa Cookbook,Ina Garten/Melanie Acevedo,4/6/1999,256
Into a Paris Quartier: Reine Margot's Chapel and Other Haunts of St. Germain,Diane Johnson,5/1/2005,204
Sylvia,Leonard Michaels/Diane Johnson,5/29/2007,129
The Life Of Dashiell Hammett,Diane Johnson,1/23/1984,344
Divorcio a la Francesa: Le Divorce,Diane Johnson/Carlos Milla Soler/Roberto Fernandez Sastre,6/1/2003,388
London is the Best City in America,Laura Dave,5/18/2006,256
Hyperion (Los Cantos de Hyperion  #1),Dan Simmons/Carlos Alberto Gardini,6/1/2005,618
The Fall of Hyperion (Hyperion Cantos  #2),Dan Simmons,2/20/1992,632
Supreme Power: Hyperion,J. Michael Straczynski/Dan Jurgens,7/19/2006,120
Die Hyperion-Gesänge,Dan Simmons/Joachim Körber,8/1/2002,1456
La Chute d'Hypérion II,Dan Simmons/Guy Abadia,12/26/2000,347
Endymion,Dan Simmons/Guy Abadia,12/14/1998,572
Olympos (Ilium  #2),Dan Simmons,7/25/2006,891
Ilium (Ilium  #1),Dan Simmons,6/28/2005,752
The Terror,Dan Simmons,1/8/2007,769
Worlds Enough & Time: Five Tales of Speculative Fiction,Dan Simmons,11/26/2002,272
Hard Freeze (Joe Kurtz  #2),Dan Simmons,9/15/2003,320
Endymion (Hyperion Cantos  #3),Dan Simmons,12/1/1996,563
A Winter Haunting (Seasons of Horror  #2),Dan Simmons,12/31/2002,371
The Amazing Adventures of Kavalier & Clay,Michael Chabon,8/25/2001,639
The Amazing Adventures of the Escapist: Volume 1,Michael Chabon/Glen David Gold/Bill Sienkiewicz/Howard Chaykin/Gene Colan/Steve Lieber/Eric Wight/Kevin  McCarthy,5/18/2004,159
The Great House of God,Max Lucado,10/31/2001,240
The Valkyries,Paulo Coelho/Alan R. Clarke,9/6/1999,243
The Devil and Miss Prym (On the Seventh Day  #3),Paulo Coelho/Amanda Hopkinson/Nick Caistor,7/3/2006,205
Nine Stories,J.D. Salinger,1/30/2001,198
The Sun Rises: and Other Questions About Time and Seasons,Brenda Walpole,9/15/2006,32
American Psycho,Bret Easton Ellis,4/21/2010,399
Lunar Park,Bret Easton Ellis,8/29/2006,404
The Burden of Proof (Kindle County Legal Thriller #2),Scott Turow,12/1/2000,608
Godless,Pete Hautman,11/1/2005,208
That Godless Court?: Supreme Court Decisions on Church-State Relationships,Ronald B. Flowers,9/2/2005,228
Soul Mates: Honouring the Mysteries of Love and Relationship,Thomas  Moore,12/13/2013,288
Soul Mates & Twin Flames: The Spiritual Dimension of Love & Relationships (Pocket Guide to Practical Spirituality),Elizabeth Clare Prophet,8/17/2017,155
Hot Chocolate for the Mystical Lover: 101 True Stories of Soul Mates Brought Together by Divine Intervention,Arielle Ford/Deepak Chopra,1/1/2001,412
Man's Search for Meaning,Viktor E. Frankl/Harold S. Kushner/William J. Winslade/Isle Lasch,6/1/2006,165
Man's Search for Meaning,Viktor E. Frankl/Gordon W. Allport/Ilse Lasch,3/30/2000,165
In Search of Memory: The Emergence of a New Science of Mind,Eric R. Kandel,2/1/2006,430
Search Engine Optimization for Dummies,Peter Kent,5/1/2006,382
The Pragmatic Programmer: From Journeyman to Master,Andy Hunt/Dave Thomas,10/30/1999,321
Behind Closed Doors: Secrets of Great Management,Johanna Rothman/Esther Derby,9/26/2005,176
Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,1/11/2005,278
Blink 182,Anne Hoppus,12/1/2001,112
I Blink: And Other Questions About My Body,Brigid Avison,4/25/2003,32
The Great Good Thing (The Sylvie Cycle  #1),Roderick Townley,9/1/2003,224
The Great Good Place: Cafes  Coffee Shops  Bookstores  Bars  Hair Salons  and Other Hangouts at the Heart of a Community,Ray Oldenburg,8/18/1999,384
Built to Last: Successful Habits of Visionary Companies,James C. Collins/Jerry I. Porras,11/2/2004,368
I Like You: Hospitality Under the Influence,Amy Sedaris,10/16/2006,304
Children Playing Before a Statue of Hercules,David Sedaris/Richard Yates/Dorothy Parker/Joyce Carol Oates/Lorrie Moore/Flannery O'Connor/Amy Hempel/Akhil   Sharma/Tim Johnston/Tobias Wolff/Sarah Vowell/Charles Baxter/Jhumpa Lahiri/Katherine Mansfield/Alice Munro/Jean Thompson/Frank Gannon/Patricia Highsmith/Jincy Willett,8/1/2005,344
Bringing Down The House,Ben Mezrich,5/6/2004,320
Read for Your Life: 11 Ways to Better Yourself Through Books,Pat Williams/Peggy Matthews Rose,6/1/2007,311
The Hip-Hop Church: Connecting with the Movement Shaping Our Culture,Efrem Smith/Phil   Jackson,12/15/2005,227
The Final Season: Fathers  Sons  and One Last Season in a Classic American Ballpark,Tom Stanton,5/8/2002,256
The Cold Six Thousand (Underworld USA #2),James Ellroy,6/11/2002,688
White Teeth,Zadie Smith,1/25/2001,542
White Teeth,Zadie Smith,6/1/2001,448
White Teeth,Zadie Smith,11/30/2000,542
Schiffbruch mit Zuschauer. Paradigma einer Daseinsmetapher,Hans Blumenberg,5/27/1997,106
The Guide to Dan Brown's the Solomon Key,Greg  Taylor,9/30/2005,183
The Da Vinci Code (Robert Langdon  #2),Dan Brown,3/28/2006,756
Angels & Demons (Robert Langdon  #1),Dan Brown,5/3/2005,528
The Illuminati,Larry Burkett,10/4/2004,352
The Illuminati Papers,Robert Anton Wilson,12/11/1997,168
The Da Vinci Code,Dan Brown,3/28/2006,489
The Da Vinci Code (Robert Langdon  #2),Dan Brown/Paul Michael,3/28/2006,0
El código Da Vinci (Robert Langdon  #2),Dan Brown/Juanjo Estrella,10/17/2003,557
Truth and Fiction in The Da Vinci Code: A Historian Reveals What We Really Know about Jesus  Mary Magdalene & Constantine,Bart D. Ehrman,5/18/2006,207
Harry Potter and the Prisoner of Azkaban (Harry Potter  #3),J.K. Rowling,7/1/2008,480
Housekeeping vs. the Dirt,Nick Hornby/Sarah Vowell/Jess Walter/Jennie Erdal/Joshua Ferris,9/13/2006,153
The Polysyllabic Spree,Nick Hornby,11/30/2004,143
Songbook,Nick Hornby,10/7/2003,207
My Favorite Year: A Collection of Football Writing,Nick Hornby/D.J. Taylor/Huw Richards/Chris Pierson/Roddy Doyle/Harry Ritchie/Harry Pearson/Olly Wicken/Graham Brack/Matt Nation/Ed Horton/Don  Watson,8/1/2001,288
Fever Pitch,Nick Hornby,3/1/1998,247
High Fidelity,Nick Hornby,3/1/2000,323
About a Boy,Nick Hornby,4/4/2002,278
The Complete Polysyllabic Spree,Nick Hornby,9/7/2006,278
Medicus (Gaius Petreius Ruso  #1),Ruth Downie,3/6/2007,386
Middlesex Borough (Images of America: New Jersey),Middlesex Borough Heritage Committee,3/17/2003,128
David Foster Wallace's Infinite Jest: A Reader's Guide,Stephen J. Burn,5/20/2003,96
Scar Tissue,Anthony Kiedis,10/6/2004,465
Monsieur Ibrahim et les fleurs du Coran,Éric-Emmanuel Schmitt,6/13/2001,85
Zaat,Sonallah Ibrahim/صنع الله إبراهيم/Anthony Calderbank,3/15/2004,349
Dreamland,Sarah Dessen,5/11/2004,250
End Game (Dreamland  #8),Dale Brown/Jim DeFelice,10/31/2006,432
H. P. Lovecraft's Dreamlands (Call of Cthulhu RPG),Chris  Williams/Sandy Petersen,2/2/2008,260
Dreamland (Dreamland  #1),Dale Brown/Jim DeFelice,7/2/2001,375
Satan's Tail (Dreamland  #7),Dale Brown/Jim DeFelice,7/26/2005,405
The Zanzibar Chest,Aidan Hartley,8/3/2004,496
Dispatches from the Edge: A Memoir of War  Disasters  and Survival,Anderson Cooper,5/23/2006,212
Dispatches,Michael Herr,8/6/1991,260
Dispatch,Bentley Little,10/4/2005,386
Dispatches from the Tenth Circle: The Best of the Onion,Robert D. Siegel/Todd Hanson/Carol Kolb/The Onion,9/4/2001,174
Hello! Is That Grandma?,Ian Whybrow/Deborah Allwright,5/7/2007,32
How Much is That Guinea Pig in the Window?,Joanne Rocklin/Meredith Johnson,10/1/1995,48
My War Gone By  I Miss It So,Anthony Loyd,2/1/2001,336
Night Draws Near: Iraq's People in the Shadow of America's War,Anthony Shadid,9/5/2000,507
Maximum City: Bombay Lost and Found,Suketu Mehta,9/27/2005,542
Catfish and Mandala: A Two-Wheeled Voyage Through the Landscape and Memory of Vietnam,Andrew X. Pham,9/2/2000,344
When Broken Glass Floats: Growing Up Under the Khmer Rouge,Chanrithy Him,4/17/2001,336
First They Killed My Father: A Daughter of Cambodia Remembers,Loung Ung,4/4/2006,238
Fahrenheit 451,Ray Bradbury/Christopher Hurt,11/1/2005,5
Los funerales de la Mamá Grande,Gabriel García Márquez,2/7/2006,160
Collected Novellas,Gabriel García Márquez/Gregory Rabassa/J.S. Bernstein,1/8/2008,288
The Grapes of Wrath,John Steinbeck/Robert DeMott/Mick Wiggins,3/28/2006,464
CliffsNotes on Steinbeck's The Grapes of Wrath,Kelly McGrath Vlcek/CliffsNotes/John Steinbeck,6/5/2000,112
The Grapes of Wrath,John Steinbeck,3/1/2001,597
American Gods,Neil Gaiman,6/1/2001,635
American Gospel: God  the Founding Fathers  and the Making of a Nation,Jon Meacham,4/4/2006,399
American Gods (American Gods  #1),Neil Gaiman,3/4/2005,635
East of Eden,John Steinbeck,6/18/2002,601
Eden in the East: The Drowned Continent of Southeast Asia,Stephen Oppenheimer,7/1/1999,575
East Of Eden,John Steinbeck,1/1/1977,691
Who Was John F. Kennedy?,Yona Zeldis McDonough/Nancy Harrison/Jill Weber,12/29/2004,112
The Radical Right & the Murder of John F. Kennedy: Stunning Evidence in the Assassination of the President,Harrison Edward Livingstone,10/6/2004,615
An Unfinished Life: John F. Kennedy  1917-1963,Robert Dallek,5/4/2004,849
Sellevision,Augusten Burroughs,1/1/2006,229
Dry,Augusten Burroughs,3/1/2005,295
Running with Scissors,Augusten Burroughs,11/4/2006,320
People of the Lie: The Hope for Healing Human Evil,M. Scott Peck,1/2/1998,272
The Road Less Traveled: A New Psychology of Love  Traditional Values  and Spiritual Growth,M. Scott Peck,2/4/2003,318
The Adventures of Sherlock Holmes,Arthur Conan Doyle,1/1/2004,189
A Prayer for Owen Meany,John Irving,6/4/2002,641
Complications: A Surgeon's Notes on an Imperfect Science,Atul Gawande/Susanne Kuhlmann-Krieg,4/1/2003,270
Sad Underwear and Other Complications: More Poems for Children and Their Parents,Judith Viorst/Richard  Hull,4/1/2000,80
Bridget Jones: The Edge Of Reason (Bridget Jones #2),Helen Fielding,11/18/1999,422
Bridget Jones's Guide to Life,Helen Fielding,4/1/2001,64
Las luces de septiembre (Niebla  #3),Carlos Ruiz Zafón,10/1/2005,279
A Framework for Understanding Poverty,Ruby K. Payne,2/9/2006,199
El príncipe de la niebla (Trilogía de la Niebla  #1),Carlos Ruiz Zafón,11/21/2006,230
The Shadow of the Wind,Carlos Ruiz Zafón/Lucia Graves,10/28/2004,403
Ruby for Rails: Ruby Techniques for Rails Developers,David A. Black/David Heinemeier Hansson,5/11/2006,493
About the B'nai Bagels,E.L. Konigsburg,3/1/1985,172
The Far Side of Evil,Sylvia Engdahl,1/13/2005,324
Enchantress from the Stars,Sylvia Engdahl/Lois Lowry,2/24/2003,304
Everything Is Illuminated,Jonathan Safran Foer,8/23/2005,276
Everything Is Illuminated,Jonathan Safran Foer,6/5/2003,276
Extremely Loud and Incredibly Close,Jonathan Safran Foer,4/4/2006,326
Genome: the Autobiography of a Species in 23 Chapters,Matt Ridley,5/30/2006,344
Bioinformatics: Sequence and Genome Analysis,David W. Mount,8/16/2004,692
The Genome War: How Craig Venter Tried to Capture the Code of Life and Save the World,James Shreeve,6/28/2005,392
Carter Beats the Devil,Glen David Gold,9/18/2002,483
Moo  Baa  La La La!,Sandra Boynton,9/6/2004,14
Click  Clack  Moo: Cows That Type,Doreen Cronin/Betsy Lewin,6/1/2003,30
Dooby Dooby Moo,Doreen Cronin/Betsy Lewin,8/8/2006,40
Moo,Jane Smiley,6/1/1999,482
Sailor Moo: Cow at Sea,Lisa Wheeler/Ponder Goembel,7/1/2002,32
CliffsNotes on Heller's Catch-22,Charles A. Peek/CliffsNotes/Joseph Heller,12/31/1975,48
Catch-22,Joseph Heller,10/6/1994,519
Geisha,Liza Dalby,10/1/1998,367
Does Anything Eat Wasps?: And 101 Other Unsettling  Witty Answers to Questions You Never Thought You Wanted to Ask,New Scientist/Mick O'Hare,4/5/2006,224
Chronik eines angekündigten Todes,Gabriel García Márquez/Curt Meyer-Clason,8/1/2002,119
The Complete Short Stories of Ernest Hemingway,Ernest Hemingway/John Hemingway/Patrick Hemingway/Gregory H. Hemingway/Charles Scribner Jr.,8/3/1998,650
Hemingway & Bailey's Bartending Guide to Great American Writers,Mark Bailey/Edward Hemingway,10/13/2006,97
For Whom The Bell Tolls,Ernest Hemingway,5/5/2005,490
A Moveable Feast,Ernest Hemingway,9/6/2012,192
Islands in the Stream,Ernest Hemingway,7/22/2003,448
Berlin Blues,Sven Regener/John Brownjohn,11/4/2004,247
The Short Stories,Ernest Hemingway,7/25/2002,464
Hemingway's Cats: An Illustrated Biography,Carlene Fredericka Brennen/Hilary Hemingway,1/1/2005,185
The Ernest Hemingway Audio Collection,Ernest Hemingway/Charlton Heston,5/8/2001,4
Until I Find You,John Irving,8/1/2006,928
The Imaginary Girlfriend,John Irving,12/3/2002,208
The Fourth Hand,John Irving,4/29/2003,368
The Water-Method Man,John Irving,6/23/1997,272
Setting Free the Bears,John Irving,6/23/1997,304
The 158-Pound Marriage,John Irving,6/23/1997,176
The Short Stories,F. Scott Fitzgerald/Matthew J. Bruccoli,4/15/1998,800
A Life in Letters,F. Scott Fitzgerald/Matthew J. Bruccoli,5/3/1995,528
On Authorship,F. Scott Fitzgerald/Matthew J. Bruccoli/Judith S. Baughman,9/1/1996,203
The St. Paul Stories of F. Scott Fitzgerald,F. Scott Fitzgerald/Dave Page/Patricia Hampl,9/24/2004,328
Tender is the Night,F. Scott Fitzgerald/Arnold Goldman/Richard Godden,6/28/2001,400
The Great Gatsby,Kathleen Parkinson/F. Scott Fitzgerald,11/25/2003,144
The Great Gatsby,F. Scott Fitzgerald/Tim Robbins,10/1/2002,6
The Great Gatsby,F. Scott Fitzgerald/Alexander Scourby,3/13/2002,4
Cliffs Notes on Fitzgerald's the Great Gatsby,Kate Maurer/F. Scott Fitzgerald/CliffsNotes,6/5/2000,96
The Great Gatsby,F. Scott Fitzgerald,1/13/1994,188
Limitations (Kindle County Legal Thriller #7),Scott Turow,11/14/2006,208
